id,label,timeset,comment,modifier,codelines,type,type
231,getParent(IJavaElement),,"Retourne l'Ã©lÃ©ment parent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param elementFils @return arent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param e",public,21,method,2
398,getKey(Object),,"{@inheritDoc ICodeMinerParser#getKey(Object)} La fonction getKey retourne l'identifiant des Ã©lÃ©ments de type IRessource ou IJavaElement  @see codeminer.api.ICodeMinerParser#getKey(java.lang.Object) de type IRessource ou IJavaElement  @see codeminer.api.ICodeMinerParser#getKey(java.lang.Object",public,21,method,2
510,"join(Object[], String)",,"Function from Keith Devens .com for join String  @param pieces @param sep @return Chaine concatenee ion from Keith Devens .com for join String  @param pieces @param sep @return Chaine concat",public static,21,method,2
562,setExportableTypes(List<String>),,@param truePrefs,public static,21,method,2
564,accept(IElementVisitor<Object>),,,public,21,method,2
650,nextChild(),,"Retourne le prochain fils du dernier Ã©tat de la file. prerequis : la pile stackElement contient au moins un Ã©lement in fils du dernier Ã©tat de la file. prerequis : la pile stackElement contient",public,21,method,2
664,IDependsPoperty<T>,,"<p> Cette interface reprï¿½sente les dï¿½pendances fonctionelle entre deux elements. </p> <p> This interface represents an dependency between two element. </p>  @param <T>  @author Palmier @version 1.03 epresents an dependency between two element. </p>  @param <T>  @author Palmier @ver",public interface,21,class,0
724,"addListType(Composite, int)",,,public,21,method,2
162,Initialiser,,,public,20,class,0
165,"getHigherParent(String, List<String>)",,"Retourne l'identifiant du parent de l'element de niveau le plus proche qui ne soit pas supprime.  @param id            Element identifier @param elementTypes @return id ne soit pas supprime.",protected,20,method,2
311,"createParserTable(Composite, int)",,,protected,20,method,2
390,addDataExtension(),,"Ajoute aux prÃ©fÃ©rences un menu dÃ©roulant permettant de choisir une des
 diffÃ©rentes extensions de gestion des donnÃ©es.
 es un menu dÃ©roulant permettant de choisir une des
 diffÃ©rentes extensions de g",public,20,method,2
524,"createExporterTable(Composite, int)",,,protected,20,method,2
28,run(IAction),,"The action has been activated. The argument of the method represents the
 'real' action sitting in the workbench UI.
 
 @see IWorkbenchWindowActionDelegate#run
 resents the
 'real' action sitting in",public,19,method,2
75,createFieldEditors(),,"Creates the page's field editors.
 <p>
 The default implementation of this framework method
 does nothing. Subclass must implement this method to
 create the field editors.
 </p>
 <p>
 Subclasses should call <code>getFieldEditorParent</code>
 to obtain the parent control for each field editor.
 This same parent should not be used for more than
 one editor as the parent may change for each field
 editor depending on the layout style of the page
 </p>
 or as the parent may change for each field",protected,19,method,2
466,visit(SuperFieldAccess),,"Simple or qualified ""super"" field access expression AST node type. <br> SuperFieldAccess: <br> <dd> <code>   [ ClassName . ] super . Identifier </code>  @see FieldAccess for guidelines on handling other expressions that      resemble qualified names. @see FieldAccess for guidelines on handli",public,19,method,2
469,"createGraphAttribute(Document, Integer, String, String, String)",,"Utility function in init().
 
 @param doc
 @param id
 @param title
 @param type
 @param defaultValue
 @return
 ction in init().
 
 @param doc
 @param id
 @param title
 @param type
 @param defaultValu",private,19,method,2
569,getNewInputObject(),,"Creates and returns a new item for the list.
 <p>
 Subclasses must implement this method.
 </p>

 @return a new item
 s a new item for the list.
 <p>
 Subclasses must implement this method.
 </p>

 @",protected,19,method,2
693,serialize(),,"Transform the DOM document to an XML string.
 
 @return
 @throws TransformerException",private,19,method,2
704,"createGraphAttvalue(Integer, String, String, String)",,"@param id
 @param value
 @param stepfrom
 @param stepto
 @return",private,19,method,2
489,createFieldEditors(),,Creates the field editors.,public,18,method,2
543,testAddElement(),,"Test method for {@link codeminer.core.data.CodeData#addElement(java.lang.String, java.lang.String, Map)} . d for {@link codeminer.core.data.CodeData#addElement(java.lang.String, java.lang.String,",public,18,method,2
706,getExtern(IJavaElement),,,public static,18,method,2
55,getType(IJavaElement),,,public,17,method,2
70,ExtensionStructure,,,protected,17,class,0
150,"addElement(String, String, Map<String, Object>)",,"Ajoute un element avec pour identifiant idElementSource et pour type idType. Le dictionaire properties contient des proprietes aditionelles associees a l'element, les proprietes libelle, type, et commentaire.  des proprietes aditionelles associees a l'element, les proprietes libelle, type, et c",public,17,method,2
393,createData(IConfigurationElement),,"@param configurationElement @return",public static,17,method,2
554,createDialogArea(Composite),,"Creates and returns the contents of the upper part of this dialog (above
 the button bar).
 <p>
 The <code>Dialog</code> implementation of this framework method creates
 and returns a new <code>Composite</code> with no margins and spacing.
 Subclasses should override.
 </p>
 
 @param parent
            The parent composite to contain the dialog area
 @return the dialog area control
 arent",protected,17,method,2
597,getListIdExporter(),,,public,17,method,2
726,StatusContentProvider,,,protected,17,class,0
736,"selectionChanged(IAction, ISelection)",,"Selection in the workbench has been changed. We can change the state of the 'real' action here if we want, but this can only happen after the delegate has been created.  @see IWorkbenchWindowActionDelegate#selectionChanged ppen after the delegate has been created.  @see IWorkbenchWindowActi",public,17,method,2
19,testNextElement(),,,public,16,method,2
64,"ResultAreaDialog(Shell, IStatus, ArrayList<IStatus>)",,,public,16,method,2
177,run(IProgressMonitor),,"Methode principale du job, cette methode est executer lors de {@link Job#schedule()}.  @see codeminer.api.ui.AbstractScenario#run(org.eclipse.core.runtime.IProgressMonitor) edule()}.  @see code",public,16,method,2
238,ExternalEditorLauncher,,,public,16,class,0
257,getIdParserSelected(),,"@return the id of the parser which is been selected in the combobox or         null if there are no parser for this project er which is been selected in the combobox or         null if there are n",public,16,method,2
297,AbstractScenario,,,public abstract,16,class,0
299,testIntrospectionIntermediaire(),,,public,16,method,2
382,getLabel(String),,"Si l'element element existe et si l'element a la propriete ""libelle"", alors la fonction renvoie la valeur de cette propriete, sinon la fonction renvoie null. Si l'element existe mais qu'il n'a pas la propriete ""libelle"", alors la fonction getComment() renvoie null. nt existe mais qu'il n'a pas",public,16,method,2
453,CodeMinerJobListenner,,,final,16,class,0
624,codeminer.api.ui,,,,16,package,3
653,"parseString(String, String)",,"@param stringList @param separator @return",public static,16,method,2
657,doLoad(),,"Initializes this field editor with the preference value from
 the preference store.
 <p>
 Subclasses must implement this method to properly initialize 
 the field editor.
 </p>
 tore.
 <p>
 Subclasse",protected,16,method,2
130,getLabels(String),,Liste des noms d'export apparaissant dans le registre des extensions.,public static,15,method,2
163,getComment(String),,"Si l'element element existe et si l'element a la propriete ""commentaire"", alors la fonction renvoie la valeur de cette propriete, sinon la fonction renvoie null. Si l'element existe mais qu'il n'a pas la propriete ""commentaire"", alors la fonction getComment() renvoie null. xiste mais qu'il n'a",public,15,method,2
208,CodeminerRessourceVisitor(InfoJavaElement),,"@param data @param info            prerequis: info ne doit pas Ãªtre null",public,15,method,2
224,getType(String),,"Si l'element element existe et si l'element a la propriete ""type"", alors la fonction renvoie la valeur de cette propriete, sinon la fonction renvoie null. Si l'element existe mais qu'il n'a pas la propriete ""type"", alors la fonction getComment() renvoie null. ement existe mais qu'il n'a pas la",public,15,method,2
317,visit(MethodDeclaration),,"Visits the given type-specific AST node.
 <p>
 The default implementation does nothing and return true.
 Subclasses may reimplement.
 </p>

 @param node the node to visit
 @return <code>true</code> if the children of this node should be
 visited, and <code>false</code> if the children of this node should
 be skipped
 is node should be
 visited, and <code>false</code> if the children of this node",public,15,method,2
442,getDepensProperties(Pair<String>),,"Retourne les proprietes associees a la dependence entre l'element source et la methode a laquelle elle depend (idElementTarget). S'il n'y a pas de propriete correspondant a cette dependance, alors la methode retourne null. ). S'il n'y a pas de propriete correspondant a cette dependance, alors",public,15,method,2
480,setExportFormats(List<String>),,@param truePrefs,public static,15,method,2
599,new MouseAdapter() {...},,,,15,class,0
622,getLabelExtension(String),,"Return the label associate to the extensionId or returns null if the extension configured does not exist.  @param extensionId @return sionId or returns null if the extension configured does not",public static,15,method,2
636,removeOneElement(String),,"Suprime uniquement l'ï¿½lï¿½ment spï¿½cifier, mais pas ces fils. une mauvais utilisation de cette fonction peut entrainer des inchoerence dans la base.  @param idElement s utilisation de cette foncti",protected,15,method,2
678,getIdExtension(IConfigurationElement),,"Return the extension id associate to the configurationElement or returns null if the configurationElement is null.  @param extensionId @return rationElement or returns null if the configuration",public static,15,method,2
100,Constants,,Constant definitions for plug-in preferences,public,14,class,0
127,doLoadDefault(),,"Initializes this field editor with the default preference value from
 the preference store.
 <p>
 Subclasses must implement this method to properly initialize 
 the field editor.
 </p>
 tore.
 <p>
 S",protected,14,method,2
167,getIds(String),,Liste des noms d'export apparaissant dans le registre des extensions.,public static,14,method,2
175,testNextChild(),,,public,14,method,2
207,getCodeData(),,@return,public static,14,method,2
218,getPairElement(String),,,public static,14,method,2
306,equals(Object),,,public,14,method,2
339,testAddImplement(),,"Test method for {@link codeminer.core.data.CodeData#addImplement(java.lang.String, java.lang.String)} . thod for {@link codeminer.core.data.CodeData#addImplement(java.lang.String, java.lang.Strin",public,14,method,2
533,EnumState,,,,14,class,0
546,getInstance(boolean),,"Gere le choix du logger par parametre.
 
 @param debug
 @return instance de logger",public static synchronized,14,method,2
691,getData(),,Liste des formats d'export apparaissant dans le registre des extensions.,public static,14,method,2
712,DEFAULT_INCLUDE_ELEMENT,,,public static final,14,field,1
23,"addToChildRefences(String, Element)",,"@param gexfPID
 @param e
 @return",private,13,method,2
32,canFinish(),,,public,13,method,2
47,"addToImplementsRefences(String, Element)",,"@param gexfImplID
 @param e
 @return",private,13,method,2
71,getExportableTypes(),,,public static,13,method,2
192,"addToHeritsRefences(String, Element)",,"@param gexfHeritID
 @param e
 @return",private,13,method,2
201,getListTypeExported(),,,public,13,method,2
242,testGetType(),,,public,13,method,2
358,getListElement(String),,,public static,13,method,2
445,getLabel(IJavaElement),,,public,13,method,2
545,mouseDown(MouseEvent),,"Sent when a mouse button is pressed.
 The default behavior is to do nothing.

 @param e an event containing information about the mouse button press
 behavior is to do nothing.

 @param e an event co",public,13,method,2
596,getInstance(),,"Cree le singleton du bon logger selon la preference de debug.
 
 @see codeminer.preferences.MainConstants#P_DEBUG_MODE
 @return instance de logger
 nce de debug.
 
 @see codeminer.preferences.MainCon",public static synchronized,13,method,2
662,"addToDependsRefences(String, Element)",,"@param gexfDependID
 @param e
 @return",private,13,method,2
672,AbstractParser(String),,"Il est deconseille d'utiliser ce constructeur car un constructeur par default a ete defini. <p> <i> AbstractExporter etant utilise principalement dans les extensions, ce constructeur ne pourra etre appele par les mecanismes d'extension, ceux ci n'instanciant que des classes contenant un constructeur par defaut. <p> mes d'extension, ceux ci n'instanciant que des classes contenant un constr",private,13,method,2
692,testReset(),,,public,13,method,2
714,testaddParent_trigger_after(),,,public,13,method,2
123,getConfigurationElement(String),,,public static,12,method,2
131,"addElement(String, String, Map<String, Object>)",,"@param idElementSource @param idType @param properties             <pre> Ajoute un element avec pour identifiant idElementSource et pour type idType. 	 Le dictionaire properties contient des proprietes aditionelles associees a l'element, 	 les prop",,12,method,2
142,open(IPath),,"Launches this external editor to edit the file at the given 
 location in the local file system.

 @param file the local file system path of the file to edit
  
 location in the local file system.",public,12,method,2
239,testGetCommentaire(),,,public,12,method,2
282,AbstractParser(),,"Le constructeur par defaut definie un nom vide pour le Job. <p> <i> Ce constructeur est necessaire pour permettre la creation automatique des extenstions. <p>  @see Job  ructeur est necessair",public,12,method,2
323,AbstractExporter(),,"Le constructeur par default definie un nom vide pour le Job. <p> <i> Ce constructeur est necessaire pour permettre la creation automatique des extensions. <p>  @see Job  tructeur est necessai",public,12,method,2
330,ListContentProvider,,,static,12,class,0
420,done(IJobChangeEvent),,"Notification that a job has completed execution, either due to cancelation, successful
 completion, or failure.  The event status object indicates how the job finished,
 and the reason for failure, if applicable.
 
 @param event the event details
 ow the job finished,
 and the reason for failure, i",public,12,method,2
433,"InfoJavaElement(Map<String, String>)",,"@param ruleCreate            La liste ruleCreate defini les types qui seront crees. Elle            definit aussi une fonction permettant d'obtenir le type d'un            element. Cette liste de parametres est importante pour            retrouver le ",public,12,method,2
461,start(BundleContext),,"The <code>AbstractUIPlugin</code> implementation of this <code>Plugin</code>
 method refreshes the plug-in actions.  Subclasses may extend this method,
 but must send super <b>first</b>.
 {@inheritDoc}
 
 @since 3.0
 Subclasses may extend this method,
 but must send super <b>first</b>.
 {@inheritDo",public,12,method,2
487,"addInterface(String, IJavaElement)",,,protected,12,method,2
492,Constants,,Constant definitions for plug-in preferences,public,12,class,0
532,getNameIdHashMap(String),,,public static,12,method,2
578,initializeDefaultPreferences(),,"This method is called by the preference initializer to initialize default
 preference values. Clients should get the correct node for their 
 bundle and then set the default values on it. For example:
 <pre>
			public void initializeDefaultPreferences() {
				Preferences node = new DefaultScope().getNode(""my.bundle.id"");
				node.put(key, value);
			}
 </pre>
 <p>
 <em>Note: Clients should only set default preference values for their
 own bundle.</em>
 </p>
 <p>
 <em>Note:</em> Clients should not call this method. It will be called
 automatically by the preference initializer when the appropriate default
 preference node is accessed.
 </p>
 lly by the preference initializer when the appropr",public,12,method,2
579,CodeData(int),,,public,12,method,2
728,getProperties(String),,"Si l'element element existe, alors la fonction renvoie la liste des proprietes de l'element, sinon la fonction renvoie null. , alors la fonction renvoie la liste des proprietes de l'element, sinon",public,12,method,2
732,visit(TypeLiteral),,"Visits the given type-specific AST node.
 <p>
 The default implementation does nothing and return true.
 Subclasses may reimplement.
 </p>

 @param node the node to visit
 @return <code>true</code> if the children of this node should be
 visited, and <code>false</code> if the children of this node should
 be skipped
 is node should be
 visited, and <code>false</code> if the children of this node",public,12,method,2
6,"addHerit(String, IJavaElement)",,,protected,11,method,2
80,"addComboParser(Composite, int)",,,public,11,method,2
82,testGetCommentaireAbsent(),,,public,11,method,2
115,"addMethodDependency(String, IJavaElement)",,,protected,11,method,2
205,"addParent(String, String)",,"Associates the specified parent with the specified idChild Ajoute le parent de idElementFils dans le dictionaire des parent. rent with the specified idChild Ajoute le parent de idElementFils dans",public,11,method,2
217,"getColumnText(Object, int)",,"Returns the label text for the given column of the given element.

 @param element the object representing the entire row, or
   <code>null</code> indicating that no input object is set
   in the viewer
 @param columnIndex the zero-based index of the column in which the label appears
 @return String or or <code>null</code> if there is no text for the 
  given object at columnIndex
  @return Strin",public,11,method,2
270,createControl(Composite),,"Creates the top level control for this dialog
 page under the given parent composite.
 <p>
 Implementors are responsible for ensuring that
 the created control can be accessed via <code>getControl</code>
 </p>

 @param parent the parent composite
 ted control can be accessed via <code>getControl</c",public,11,method,2
283,createFieldEditors(),,"Creates the page's field editors.
 <p>
 The default implementation of this framework method
 does nothing. Subclass must implement this method to
 create the field editors.
 </p>
 <p>
 Subclasses should call <code>getFieldEditorParent</code>
 to obtain the parent control for each field editor.
 This same parent should not be used for more than
 one editor as the parent may change for each field
 editor depending on the layout style of the page
 </p>
 or as the parent may change for each field",protected,11,method,2
321,test1(),,,public,11,method,2
328,run(IProgressMonitor),,"Methode principale du job, cette mÃ¯Â¿Â½thode est executer lors de {@link Job#schedule()}. Par dÃ©fault la fonction run apelle directement finalize export  @see codeminerui.api.AbstractScenario#run(org.eclipse.core.runtime.IProgressMonitor)  e export  @see codeminerui.api.AbstractScenario#run(o",protected,11,method,2
436,getChild(IJavaElement),,"La fonction getChild n'as pas Ã©tÃ© implementÃ© car aucun algorithme n'a nÃ©cessitÃ© cette fonctionalitÃ©  @see codeminer.api.IInfoElement#getChild(java.lang.Object) e n'a nÃ©cessitÃ© cette fonctionalit",public,11,method,2
506,isPageComplete(),,"The <code>WizardPage</code> implementation of this <code>IWizard</code> method 
 returns the value of an internal state variable set by
 <code>setPageComplete</code>. Subclasses may extend.
 e value",public,11,method,2
534,"addParent_trigger_after(String, String)",,,protected,11,method,2
601,clear(),,Cette fonction suprime tous les ï¿½lï¿½ments de la base.,public,11,method,2
711,"addFieldDependency(String, IJavaElement)",,,protected,11,method,2
45,fillContent(),,,protected,10,method,2
53,createList(String[]),,"Combines the given list of items into a single string.
 This method is the converse of <code>parseString</code>. 
 <p>
 Subclasses must implement this method.
 </p>

 @param items the list of items
 @return the combined string
 @see #parseString
 his method.
 </p>

 @param items the list of items",protected,10,method,2
98,getStartArgumentName(String),,,public static,10,method,2
124,IElementVisitor<T>,,,public interface,10,class,0
265,"setDateTo(Element, String)",,"@param e
 @param revision
 @return",private,10,method,2
327,getDepens(IJavaElement),,,public,10,method,2
371,testEqualsObject(),,"Test method for {@link codeminer.core.data.Pair#equals(java.lang.Object)} .",public,10,method,2
414,log(IStatus),,"Returns the shared log instance  @return  @return the shared log instance",public static,10,method,2
457,setSource(IResource),,,public,10,method,2
497,MainConstants,,Constant definitions for plug-in preferences,public,10,class,0
508,addPages(),,"The <code>Wizard</code> implementation of this <code>IWizard</code>
 method does nothing. Subclasses should extend if extra pages need to be
 added before the wizard opens. New pages should be added by calling
 <code>addPage</code>.
  to be
 added before the wizard opens. New pages should be added",public,10,method,2
613,getImageDescriptor(String),,"Returns an image descriptor for the image file at the given plug-in relative path.  @param path            the path @return the image descriptor he given plug-in relative path.  @param path",public static,10,method,2
643,stop(BundleContext),,"The <code>AbstractUIPlugin</code> implementation of this <code>Plugin</code>
 method saves this plug-in's preference and dialog stores and shuts down 
 its image registry (if they are in use). Subclasses may extend this
 method, but must send super <b>last</b>. A try-finally statement should
 be used where necessary to ensure that <code>super.shutdown()</code> is
 always done.
 {@inheritDoc}
 
 @since 3.0
 cessary to ensure that <code>super.shutdown()</code> is
 always done.
 {@inheritDoc}
 
 @",public,10,method,2
699,"setDateFrom(Element, String)",,"@param e
 @param revision
 @return",private,10,method,2
741,getAvailableTypes(),,"Return the list of the available types which can be analyzed with this parser.  @return return a list of label of the types able types which can be analyzed with this parser.  @return return a",public,10,method,2
134,postErrorMessage(String),,,protected,9,method,2
228,ICodeMinerModule,,"Interface de module (fragment de plugin).  @author Sebastien Heymann et Jeremy Palmier",public interface,9,class,0
236,"setWriterParameter(String, String)",,"{@inheritDoc}  @see codeminer.api.IExporter#setWriterParameter(java.lang.String,      java.lang.String) tDoc}  @see codeminer.api.IExporter#setWriterParameter(java.lang.String,      java.lang.",public,9,method,2
415,finalizeExport(),,"Finish some work and write the file.  @return",public,9,method,2
426,getChildren(Object),,"Returns the child elements of the given parent element.
 <p>
 The difference between this method and <code>IStructuredContentProvider.getElements</code> 
 is that <code>getElements</code> is called to obtain the 
 tree viewer's root elements, whereas <code>getChildren</code> is used
 to obtain the children of a given parent element in the tree (including a root).
 </p>
 The result is not modified by the viewer.

 @param parentElement the parent element
 @return an array of child elements
 ified",public,9,method,2
444,parseString(String),,"Splits the given string into a list of strings.
 This method is the converse of <code>createList</code>. 
 <p>
 Subclasses must implement this method.
 </p>

 @param stringList the string
 @return an array of <code>String</code>
 @see #createList
 d.
 </p>

 @param stringList the string
 @return an",protected,9,method,2
490,isValid(IProject),,"Return true if the project can be analyze or false if it can't be.  @param project @return",public,9,method,2
513,getElements(Object),,"Returns the elements to display in the viewer 
 when its input is set to the given element. 
 These elements can be presented as rows in a table, items in a list, etc.
 The result is not modified by the viewer.
 <p>
 <b>NOTE:</b> For instances where the viewer is displaying a tree
 containing a single 'root' element it is still necessary that the
 'input' does not return <i>itself</i> from this method. This leads
 to recursion issues (see bug 9262).
 </p>
 @param inputElement the input element
 @return the array of elements to display in the viewer
 /p>
 @param inputElement the input element",public,9,method,2
536,getChild(String),,"Retourne les fils de l'Ã©lÃ©ment parent pour la relation contenant/contenue  @param elementParent @return  les fils de l'Ã©lÃ©ment parent pour la relation contenant/contenue  @param elementParent",public,9,method,2
625,findMostSevere(),,,private,9,method,2
663,dispatchEvent(CodeDataChangesEvent),,"Envoie un evenement aï¿½ tous les listener inscrit via la fonction {@link IWriteElement#addEventListener(CodeDataChangesListener)}  @param evt rit via la fonction {@link IWriteElement#addEventList",public,9,method,2
1,createList(String[]),,"Combines the given list of items into a single string.
 This method is the converse of <code>parseString</code>. 
 <p>
 Subclasses must implement this method.
 </p>

 @param items the list of items
 @return the combined string
 @see #parseString
 his method.
 </p>

 @param items the list of items",protected,8,method,2
18,init(IWorkbenchWindow),,"We will cache window object in order to be able to provide parent shell
 for the message dialog.
 
 @see IWorkbenchWindowActionDelegate#init
  able to provide parent shell
 for the message dialog.",public,8,method,2
29,"addImplement(String, String)",,"Ajoute un hï¿½ritage ï¿½ la base. <br> Il n'y a pas de verification sur idElementSource ni sur idElementHeriter. idElementSource ou idElementHeriter peut ne pas faire partie de la base  @param idElementSource @param idElementTarget ementHeriter peut ne pas faire partie de la base  @param idElem",,8,method,2
37,testAddHerit(),,,public,8,method,2
41,testHasMoreElements(),,,public,8,method,2
77,getKey(IJavaElement),,Retourne une cle unique d'identification pour un IJavaElements.,public,8,method,2
103,"addHerit(String, String)",,"Ajoute un hï¿½ritage ï¿½ la base. <br> Il n'y a pas de verification sur idElementSource ni sur idElementHeriter. idElementSource ou idElementHeriter peut ne pas faire partie de la base  @param idElementSource @param idElementHeriter mentHeriter peut ne pas faire partie de la base  @param idElem",,8,method,2
202,testAddDepens(),,,public,8,method,2
225,getListTypeParser(String),,,public static,8,method,2
310,"selectionChanged(IAction, ISelection)",,"Selection in the workbench has been changed. We can change the state of
 the 'real' action here if we want, but this can only happen after the
 delegate has been created.
 
 @see IWorkbenchWindowActionDelegate#selectionChanged
 ppen after the
 delegate has been created.
 
 @see IWorkbenchWindowActi",public,8,method,2
325,removeElement(String),,"Suprime un ï¿½lï¿½ment de la base, si l'ï¿½lï¿½ment n'apparitent pas ï¿½ la base, ou n'a pas pus ï¿½tre supprimer la fonction retourne false. Si l'ï¿½lï¿½ment ï¿½ ï¿½tï¿½ supprimer la fonction retourne true.  @param idElement @return ourne false. Si l'ï¿½lï¿½ment ï¿½ ï¿½tï¿½ supprimer la fonction retourne true.  @param i",,8,method,2
412,testHashCode(),,Test method for {@link codeminer.core.data.Pair#hashCode()}.,public,8,method,2
425,getStringParameter(),,"Retourne les parametres globaux du plugin. Ils seront utilises dans toutes les etapes de l'analyse.  @see MainConstants#P_GLOBAL_ARGUMENTS Ils seront utilises dans toutes les etapes de l'analyse",public static,8,method,2
522,getIcon(),,,public,8,method,2
540,setWriterData(ICodeData),,"Affecte les donnees a exporter.  @param data @throws Les             types d'elements a exporter passes en preferences ne sont pas             presents dans les donnees parsees. ments a exporte",,8,method,2
610,postWarningMessage(String),,,protected,8,method,2
635,getText(Object),,"The <code>LabelProvider</code> implementation of this
 <code>ILabelProvider</code> method returns the element's
 <code>toString</code> string. Subclasses may override.
 ovider</code> method returns t",public,8,method,2
746,setUp(),,@throws java.lang.Exception,public,8,method,2
7,checkPackagesDependancies(),,@return packages with deprecated dependancies,private,7,method,2
8,createContents(Composite),,"The <code>Dialog</code> implementation of this <code>Window</code>
 method creates and lays out the top level composite for the dialog, and
 determines the appropriate horizontal and vertical dialog units based on
 the font size. It then calls the <code>createDialogArea</code> and
 <code>createButtonBar</code> methods to create the dialog area and
 button bar, respectively. Overriding <code>createDialogArea</code> and
 <code>createButtonBar</code> are recommended rather than overriding
 this method.
 Area</code> and
 <code>createButtonBar</code> are recommended rather than overriding
 this me",protected,7,method,2
34,getAllTypes(),,,public static,7,method,2
44,dispose(),,"We can use this method to dispose of any system resources we previously
 allocated.
 
 @see IWorkbenchWindowActionDelegate#dispose
 e of any system resources we previously
 allocated.
 
 @see IWorkbe",public,7,method,2
147,getExportDirectory(),,"Retourne le repertoire d'exportation.  @see MainConstants#P_EXPORTDIRECTORY",public static,7,method,2
204,getParent(T),,"Retourne l'Ã©lÃ©ment parent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param elementFils @return arent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param e",public,7,method,2
287,getDepens(String),,,public,7,method,2
294,getCodeData(),,"Si l'Etape 1 a ete annulee, alors le resultat correspond au resultat temporaire a cet instant, le resultat correspond alors a un modele correct mais incomplet. ltat temporaire a cet instant, l",public,7,method,2
304,postInformationMessage(String),,,protected,7,method,2
356,testToString(),,Test method for {@link codeminer.core.data.Pair#toString()}.,public,7,method,2
375,hasChildren(Object),,"Returns whether the given element has children.
 <p>
 Intended as an optimization for when the viewer does not
 need the actual children.  Clients may be able to implement
 this more efficiently than <code>getChildren</code>.
 </p>

 @param element the element
 @return <code>true</code> if the given element has children,
  and <code>false</code> if it has no children
 code>true</code> if the give",public,7,method,2
413,addExportDirectory(),,"Ajout un champ de texte permettant de dÃ©finir le repertoire dans le
 projet ou seront exporter les fichiers
 champ de texte permettant de dÃ©finir le repertoire dans le
 projet ou seront exporter les",protected,7,method,2
430,getDefault(),,"Returns the shared instance.  @return the shared instance",public static,7,method,2
474,checkStateChange(boolean),,@param finish,public,7,method,2
475,getExportFormats(),,@return,public static,7,method,2
523,testRunIProgressMonitor(),,"Test method for {@link deprecated.Etape1#run(org.eclipse.core.runtime.IProgressMonitor)}.",public,7,method,2
531,setWriterData(ICodeData),,"{@inheritDoc}  @see codeminer.api.IExporter#setWriterData(codeminer.api.ICodeData)",public,7,method,2
537,init(IWorkbench),,"Initializes this preference page for the given workbench.
 <p>
 This method is called automatically as the preference page is being created
 and initialized. Clients must not call this method.
 </p>

 @param workbench the workbench
 reated
 and initialized. Clients must not call this method.
 </p>",public,7,method,2
583,selectionChanged(SelectionChangedEvent),,"Notifies that the selection has changed.

 @param event event object describing the change",public,7,method,2
593,getParent(Object),,"Returns the parent for the given element, or <code>null</code> 
 indicating that the parent can't be computed. 
 In this case the tree-structured viewer can't expand
 a given node correctly if requested.

 @param element the element
 @return the parent element, or <code>null</code> if it
   has none or if the parent cannot be computed
 urn the parent element, or <code>null</code> if it
   has non",public,7,method,2
627,getParent(String),,"Retourne l'Ã©lÃ©ment parent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param elementFils @return arent contenant l'Ã©lÃ©ment fils sur la relation contenant/contenue.  @param e",public,7,method,2
631,setRootElement(IResource),,"Conversion d'un Ã©lÃ©ment root IRessource en IJavaElement  @param resource",public,7,method,2
665,nextElement(),,,public,7,method,2
670,"throwing(String, String, Throwable)",,,public,7,method,2
689,getProject(),,"Acesseur pour le projet analyse  @see codeminer.api.ui.AbstractScenario#setProject(IProject)",public,7,method,2
742,testGetChild(),,,public,7,method,2
65,contain(String),,"@return retourne vrai si idElement est dans la table des elements, faux         sinon",public,6,method,2
74,"logrb(Level, String, String, String, String, Throwable)",,,public,6,method,2
76,dispatchEvent(CodeDataChangesEvent),,"Envoie un evenement aï¿½ tous les listener inscrit via la fonction {@link IWriteElement#addEventListener(CodeDataChangesListener)}  @param evt rit via la fonction {@link IWriteElement#addEventList",,6,method,2
85,init(),,"Must be called before finalizeExport().  @return",public,6,method,2
133,rebuildPackagesDependancies(),,,private,6,method,2
170,"logrb(Level, String, String, String, String, Object[])",,,public,6,method,2
190,"throwing(String, String, Throwable)",,,public,6,method,2
232,performFinish(),,"Subclasses must implement this <code>IWizard</code> method to perform
 any special finish processing for their wizard.
 ement this <code>IWizard</code> method to perform
 any special finish processin",public,6,method,2
240,"ExtendedMethodDependanceDetector(ICodeData, IInfoElement<IJavaElement>, boolean)",,,public,6,method,2
246,"logrb(Level, String, String, String, String)",,,public,6,method,2
255,isExportFormat(String),,"Indique si la chaine passee en parametre correspond a un format existant.  @param format @return Format existe haine passee en parametre correspond a un format existant.  @param format @return",,6,method,2
263,run(IProgressMonitor),,"Methode principale du job, cette mÃ¯Â¿Â½thode est executer lors de {@link Job#schedule()}. Par dÃ©fault la fonction run apelle directement finalize export  @see codeminerui.api.AbstractScenario#run(org.eclipse.core.runtime.IProgressMonitor)  e export  @see codeminerui.api.AbstractScenario#run(o",protected,6,method,2
272,getHerit(String),,,public,6,method,2
273,getData(),,@return,public static,6,method,2
275,"logp(Level, String, String, String)",,,public,6,method,2
329,setRootElement(T),,,public,6,method,2
